"_id","activity","bpu","experimentId","population","response","userId","username"
"ObjectId(""5a37718490789136ad0752c3"")","-1","eug16","ObjectId(""5a37718490789136ad0752c3"")","-1","0.93887862871",,"scripterResponse"
"ObjectId(""5a37726a90789136ad0752c4"")","-1","eug10","ObjectId(""5a37726a90789136ad0752c4"")","-1","0.0693687255841",,"scripterResponse"
"ObjectId(""5a37741b90789136ad0752c7"")","168.582589286","eug8","ObjectId(""5a37741b90789136ad0752c7"")","-1","-1",,"scripterActivity"
"ObjectId(""5a37761190789136ad0752ca"")","-1","eug6","ObjectId(""5a37761190789136ad0752ca"")","136","-1",,"scripterPopulation"
"ObjectId(""5a37788d90789136ad0752cd"")","181.71875","eug16","ObjectId(""5a37788d90789136ad0752cd"")","-1","-1",,"scripterActivity"
"ObjectId(""5a37797290789136ad0752ce"")","173.195684524","eug10","ObjectId(""5a37797290789136ad0752ce"")","-1","-1",,"scripterActivity"
"ObjectId(""5a377b2390789136ad0752d1"")","-1","eug8","ObjectId(""5a377b2390789136ad0752d1"")","77","-1",,"scripterPopulation"
"ObjectId(""5a377d1990789136ad0752d4"")","-1","eug6","ObjectId(""5a377d1990789136ad0752d4"")","-1",0,,"scripterResponse"
"ObjectId(""5a377f9590789136ad0752d7"")","-1","eug16","ObjectId(""5a377f9590789136ad0752d7"")","15","-1",,"scripterPopulation"
"ObjectId(""5a37807b90789136ad0752d8"")","-1","eug10","ObjectId(""5a37807b90789136ad0752d8"")","43","-1",,"scripterPopulation"
"ObjectId(""5a37822b90789136ad0752db"")","-1","eug8","ObjectId(""5a37822b90789136ad0752db"")","-1",0,,"scripterResponse"
"ObjectId(""5a37842290789136ad0752de"")","199.352254747","eug6","ObjectId(""5a37842290789136ad0752de"")","-1","-1",,"scripterActivity"
"ObjectId(""5a37869e90789136ad0752e1"")","-1","eug16","ObjectId(""5a37869e90789136ad0752e1"")","-1","0.744881761547",,"scripterResponse"
"ObjectId(""5a37878390789136ad0752e2"")","-1","eug10","ObjectId(""5a37878390789136ad0752e2"")","-1",0,,"scripterResponse"
"ObjectId(""5a37893390789136ad0752e5"")","168.544407895","eug8","ObjectId(""5a37893390789136ad0752e5"")","-1","-1",,"scripterActivity"
"ObjectId(""5a378b2a90789136ad0752e8"")","-1","eug6","ObjectId(""5a378b2a90789136ad0752e8"")","165","-1",,"scripterPopulation"
"ObjectId(""5a378da690789136ad0752eb"")","174.724264706","eug16","ObjectId(""5a378da690789136ad0752eb"")","-1","-1",,"scripterActivity"
"ObjectId(""5a378e8b90789136ad0752ec"")","164.62710084","eug10","ObjectId(""5a378e8b90789136ad0752ec"")","-1","-1",,"scripterActivity"
"ObjectId(""5a37903c90789136ad0752ef"")","-1","eug8","ObjectId(""5a37903c90789136ad0752ef"")","71","-1",,"scripterPopulation"
"ObjectId(""5a37923390789136ad0752f2"")","-1","eug6","ObjectId(""5a37923390789136ad0752f2"")","-1",0,,"scripterResponse"
"ObjectId(""5a3794af90789136ad0752f5"")","-1","eug16","ObjectId(""5a3794af90789136ad0752f5"")","8","-1",,"scripterPopulation"
"ObjectId(""5a37959390789136ad0752f6"")","-1","eug10","ObjectId(""5a37959390789136ad0752f6"")","36","-1",,"scripterPopulation"
"ObjectId(""5a37974590789136ad0752f9"")","-1","eug8","ObjectId(""5a37974590789136ad0752f9"")","-1",0,,"scripterResponse"
"ObjectId(""5a37993b90789136ad0752fc"")","229.778343023","eug6","ObjectId(""5a37993b90789136ad0752fc"")","-1","-1",,"scripterActivity"
"ObjectId(""5a379bb790789136ad0752ff"")","-1","eug16","ObjectId(""5a379bb790789136ad0752ff"")","-1","0.2302126414",,"scripterResponse"
"ObjectId(""5a379c9c90789136ad075300"")","-1","eug10","ObjectId(""5a379c9c90789136ad075300"")","-1","0.058232926753",,"scripterResponse"
"ObjectId(""5a379e4d90789136ad075303"")","179.236778846","eug8","ObjectId(""5a379e4d90789136ad075303"")","-1","-1",,"scripterActivity"
"ObjectId(""5a37a04390789136ad075306"")","-1","eug6","ObjectId(""5a37a04390789136ad075306"")","273","-1",,"scripterPopulation"
"ObjectId(""5a37a2c090789136ad075309"")","142.708333333","eug16","ObjectId(""5a37a2c090789136ad075309"")","-1","-1",,"scripterActivity"
"ObjectId(""5a37a3a490789136ad07530a"")","163.597470238","eug10","ObjectId(""5a37a3a490789136ad07530a"")","-1","-1",,"scripterActivity"
"ObjectId(""5a37a55590789136ad07530d"")","-1","eug8","ObjectId(""5a37a55590789136ad07530d"")","87","-1",,"scripterPopulation"
"ObjectId(""5a37a74c90789136ad075310"")","-1","eug6","ObjectId(""5a37a74c90789136ad075310"")","-1",0,,"scripterResponse"
"ObjectId(""5a37a9c890789136ad075313"")","-1","eug16","ObjectId(""5a37a9c890789136ad075313"")","18","-1",,"scripterPopulation"
"ObjectId(""5a37aaac90789136ad075314"")","-1","eug10","ObjectId(""5a37aaac90789136ad075314"")","27","-1",,"scripterPopulation"
"ObjectId(""5a37ac5d90789136ad075317"")","-1","eug8","ObjectId(""5a37ac5d90789136ad075317"")","-1",0,,"scripterResponse"
"ObjectId(""5a37ae5490789136ad07531a"")","231.623186384","eug6","ObjectId(""5a37ae5490789136ad07531a"")","-1","-1",,"scripterActivity"
"ObjectId(""5a37b0d190789136ad07531d"")","-1","eug16","ObjectId(""5a37b0d190789136ad07531d"")","-1",0,,"scripterResponse"
"ObjectId(""5a37b1b490789136ad07531e"")","-1","eug10","ObjectId(""5a37b1b490789136ad07531e"")","-1",0,,"scripterResponse"
"ObjectId(""5a37b36590789136ad075321"")","165.564123377","eug8","ObjectId(""5a37b36590789136ad075321"")","-1","-1",,"scripterActivity"
"ObjectId(""5a37b55d90789136ad075324"")","-1","eug6","ObjectId(""5a37b55d90789136ad075324"")","231","-1",,"scripterPopulation"
"ObjectId(""5a37b7d990789136ad075327"")","167.5390625","eug16","ObjectId(""5a37b7d990789136ad075327"")","-1","-1",,"scripterActivity"
"ObjectId(""5a37b8bd90789136ad075328"")","170.1875","eug10","ObjectId(""5a37b8bd90789136ad075328"")","-1","-1",,"scripterActivity"
"ObjectId(""5a37ba6e90789136ad07532b"")","-1","eug8","ObjectId(""5a37ba6e90789136ad07532b"")","79","-1",,"scripterPopulation"
"ObjectId(""5a37bc6590789136ad07532e"")","-1","eug6","ObjectId(""5a37bc6590789136ad07532e"")","-1",0,,"scripterResponse"
"ObjectId(""5a37bee190789136ad075331"")","-1","eug16","ObjectId(""5a37bee190789136ad075331"")","23","-1",,"scripterPopulation"
"ObjectId(""5a37bfc690789136ad075332"")","-1","eug10","ObjectId(""5a37bfc690789136ad075332"")","31","-1",,"scripterPopulation"
"ObjectId(""5a37c17690789136ad075335"")","-1","eug8","ObjectId(""5a37c17690789136ad075335"")","-1",0,,"scripterResponse"
"ObjectId(""5a37c36d90789136ad075338"")","214.82669214","eug6","ObjectId(""5a37c36d90789136ad075338"")","-1","-1",,"scripterActivity"
"ObjectId(""5a37c5ea90789136ad07533b"")","-1","eug16","ObjectId(""5a37c5ea90789136ad07533b"")","-1",0,,"scripterResponse"
"ObjectId(""5a37c6cf90789136ad07533c"")","-1","eug10","ObjectId(""5a37c6cf90789136ad07533c"")","-1",0,,"scripterResponse"
"ObjectId(""5a37c87e90789136ad07533f"")","167.447916667","eug8","ObjectId(""5a37c87e90789136ad07533f"")","-1","-1",,"scripterActivity"
"ObjectId(""5a37ca7690789136ad075342"")","-1","eug6","ObjectId(""5a37ca7690789136ad075342"")","242","-1",,"scripterPopulation"
"ObjectId(""5a37ccf290789136ad075345"")","175.841346154","eug16","ObjectId(""5a37ccf290789136ad075345"")","-1","-1",,"scripterActivity"
"ObjectId(""5a37cdd690789136ad075346"")","149.147727273","eug10","ObjectId(""5a37cdd690789136ad075346"")","-1","-1",,"scripterActivity"
"ObjectId(""5a37cf8790789136ad075349"")","-1","eug8","ObjectId(""5a37cf8790789136ad075349"")","58","-1",,"scripterPopulation"
"ObjectId(""5a37d17e90789136ad07534c"")","-1","eug6","ObjectId(""5a37d17e90789136ad07534c"")","-1",0,,"scripterResponse"
"ObjectId(""5a37d3fa90789136ad07534f"")","-1","eug16","ObjectId(""5a37d3fa90789136ad07534f"")","24","-1",,"scripterPopulation"
"ObjectId(""5a37d4df90789136ad075350"")","-1","eug10","ObjectId(""5a37d4df90789136ad075350"")","32","-1",,"scripterPopulation"
"ObjectId(""5a37d68f90789136ad075353"")","-1","eug8","ObjectId(""5a37d68f90789136ad075353"")","-1",0,,"scripterResponse"
"ObjectId(""5a37d88790789136ad075356"")","224.297907489","eug6","ObjectId(""5a37d88790789136ad075356"")","-1","-1",,"scripterActivity"
"ObjectId(""5a37db0390789136ad075359"")","-1","eug16","ObjectId(""5a37db0390789136ad075359"")","-1","0.129085801901",,"scripterResponse"
"ObjectId(""5a37dbe790789136ad07535a"")","-1","eug10","ObjectId(""5a37dbe790789136ad07535a"")","-1",0,,"scripterResponse"
"ObjectId(""5a37dd9790789136ad07535d"")","174.435096154","eug8","ObjectId(""5a37dd9790789136ad07535d"")","-1","-1",,"scripterActivity"
"ObjectId(""5a37df8f90789136ad075360"")","-1","eug6","ObjectId(""5a37df8f90789136ad075360"")","195","-1",,"scripterPopulation"
"ObjectId(""5a37e20b90789136ad075363"")","151.96875","eug16","ObjectId(""5a37e20b90789136ad075363"")","-1","-1",,"scripterActivity"
"ObjectId(""5a37e2f090789136ad075364"")","189.084201389","eug10","ObjectId(""5a37e2f090789136ad075364"")","-1","-1",,"scripterActivity"
"ObjectId(""5a37e4a090789136ad075367"")","-1","eug8","ObjectId(""5a37e4a090789136ad075367"")","76","-1",,"scripterPopulation"
"ObjectId(""5a37e69890789136ad07536a"")","-1","eug6","ObjectId(""5a37e69890789136ad07536a"")","-1",0,,"scripterResponse"
"ObjectId(""5a37e91490789136ad07536d"")","-1","eug16","ObjectId(""5a37e91490789136ad07536d"")","24","-1",,"scripterPopulation"
"ObjectId(""5a37e9f890789136ad07536e"")","-1","eug10","ObjectId(""5a37e9f890789136ad07536e"")","25","-1",,"scripterPopulation"
"ObjectId(""5a37eba990789136ad075371"")","-1","eug8","ObjectId(""5a37eba990789136ad075371"")","-1",0,,"scripterResponse"
"ObjectId(""5a37eda090789136ad075374"")","215.803475216","eug6","ObjectId(""5a37eda090789136ad075374"")","-1","-1",,"scripterActivity"
"ObjectId(""5a37f01c90789136ad075377"")","-1","eug16","ObjectId(""5a37f01c90789136ad075377"")","-1","0.0238386487773",,"scripterResponse"
"ObjectId(""5a37f10190789136ad075378"")","-1","eug10","ObjectId(""5a37f10190789136ad075378"")","-1",0,,"scripterResponse"
"ObjectId(""5a37f2b190789136ad07537b"")","151.77671371","eug8","ObjectId(""5a37f2b190789136ad07537b"")","-1","-1",,"scripterActivity"
"ObjectId(""5a37f4a990789136ad07537e"")","-1","eug6","ObjectId(""5a37f4a990789136ad07537e"")","218","-1",,"scripterPopulation"
"ObjectId(""5a37f72490789136ad075381"")","157.112068966","eug16","ObjectId(""5a37f72490789136ad075381"")","-1","-1",,"scripterActivity"
"ObjectId(""5a37f80990789136ad075382"")","187.416294643","eug10","ObjectId(""5a37f80990789136ad075382"")","-1","-1",,"scripterActivity"
"ObjectId(""5a37f9b990789136ad075385"")","-1","eug8","ObjectId(""5a37f9b990789136ad075385"")","72","-1",,"scripterPopulation"
"ObjectId(""5a37fbb190789136ad075388"")","-1","eug6","ObjectId(""5a37fbb190789136ad075388"")","-1",0,,"scripterResponse"
"ObjectId(""5a37fe2c90789136ad07538b"")","-1","eug16","ObjectId(""5a37fe2c90789136ad07538b"")","16","-1",,"scripterPopulation"
"ObjectId(""5a37ff1290789136ad07538c"")","-1","eug10","ObjectId(""5a37ff1290789136ad07538c"")","29","-1",,"scripterPopulation"
"ObjectId(""5a3800c190789136ad07538f"")","-1","eug8","ObjectId(""5a3800c190789136ad07538f"")","-1",0,,"scripterResponse"
"ObjectId(""5a3802ba90789136ad075392"")","204.044397866","eug6","ObjectId(""5a3802ba90789136ad075392"")","-1","-1",,"scripterActivity"
"ObjectId(""5a38053590789136ad075395"")","-1","eug16","ObjectId(""5a38053590789136ad075395"")","-1","0.38081484788",,"scripterResponse"
"ObjectId(""5a38061a90789136ad075396"")","-1","eug10","ObjectId(""5a38061a90789136ad075396"")","-1",0,,"scripterResponse"
"ObjectId(""5a3807c990789136ad075399"")","179.140625","eug8","ObjectId(""5a3807c990789136ad075399"")","-1","-1",,"scripterActivity"
"ObjectId(""5a3809c390789136ad07539c"")","-1","eug6","ObjectId(""5a3809c390789136ad07539c"")","199","-1",,"scripterPopulation"
"ObjectId(""5a380c3d90789136ad07539f"")","162.212171053","eug16","ObjectId(""5a380c3d90789136ad07539f"")","-1","-1",,"scripterActivity"
"ObjectId(""5a380d2290789136ad0753a0"")","152.604166667","eug10","ObjectId(""5a380d2290789136ad0753a0"")","-1","-1",,"scripterActivity"
"ObjectId(""5a380ed290789136ad0753a3"")","-1","eug8","ObjectId(""5a380ed290789136ad0753a3"")","53","-1",,"scripterPopulation"
"ObjectId(""5a3810cb90789136ad0753a6"")","-1","eug6","ObjectId(""5a3810cb90789136ad0753a6"")","-1",0,,"scripterResponse"
"ObjectId(""5a38134690789136ad0753a9"")","-1","eug16","ObjectId(""5a38134690789136ad0753a9"")","15","-1",,"scripterPopulation"
"ObjectId(""5a38142a90789136ad0753aa"")","-1","eug10","ObjectId(""5a38142a90789136ad0753aa"")","22","-1",,"scripterPopulation"
"ObjectId(""5a3815db90789136ad0753ad"")","-1","eug8","ObjectId(""5a3815db90789136ad0753ad"")","-1",0,,"scripterResponse"
"ObjectId(""5a3817d490789136ad0753b0"")","215.357990506","eug6","ObjectId(""5a3817d490789136ad0753b0"")","-1","-1",,"scripterActivity"
"ObjectId(""5a381a4f90789136ad0753b3"")","-1","eug16","ObjectId(""5a381a4f90789136ad0753b3"")","-1","0.347945071364",,"scripterResponse"
"ObjectId(""5a381b3290789136ad0753b4"")","-1","eug10","ObjectId(""5a381b3290789136ad0753b4"")","-1",0,,"scripterResponse"
"ObjectId(""5a381ce390789136ad0753b7"")","177.776227679","eug8","ObjectId(""5a381ce390789136ad0753b7"")","-1","-1",,"scripterActivity"
"ObjectId(""5a381edc90789136ad0753ba"")","-1","eug6","ObjectId(""5a381edc90789136ad0753ba"")","249","-1",,"scripterPopulation"
"ObjectId(""5a38214890789136ad0753bd"")","-1","eug6","ObjectId(""5a38214890789136ad0753bd"")","-1","-1","ObjectId(""563bb418ace41fb06564abbd"")","ingmar"
"ObjectId(""5a38215790789136ad0753be"")","156.550480769","eug16","ObjectId(""5a38215790789136ad0753be"")","-1","-1",,"scripterActivity"
"ObjectId(""5a38221f90789136ad0753bf"")","-1","eug8","ObjectId(""5a38221f90789136ad0753bf"")","-1","-1","ObjectId(""563bb418ace41fb06564abbd"")","ingmar"
"ObjectId(""5a38223b90789136ad0753c0"")","147.1875","eug10","ObjectId(""5a38223b90789136ad0753c0"")","-1","-1",,"scripterActivity"
"ObjectId(""5a3822bf90789136ad0753c2"")","-1","eug16","ObjectId(""5a3822bf90789136ad0753c2"")","-1","-1","ObjectId(""563bb418ace41fb06564abbd"")","ingmar"
"ObjectId(""5a3823ec90789136ad0753c4"")","-1","eug8","ObjectId(""5a3823ec90789136ad0753c4"")","68","-1",,"scripterPopulation"
"ObjectId(""5a3825e490789136ad0753c7"")","-1","eug6","ObjectId(""5a3825e490789136ad0753c7"")","-1",0,,"scripterResponse"
"ObjectId(""5a38281090789136ad0753ca"")","-1","eug6","ObjectId(""5a38281090789136ad0753ca"")","-1","-1","ObjectId(""563abd7932804ebd6f70152e"")","casey"
"ObjectId(""5a38286090789136ad0753cb"")","-1","eug16","ObjectId(""5a38286090789136ad0753cb"")","14","-1",,"scripterPopulation"
"ObjectId(""5a38286490789136ad0753cc"")","-1","eug6","ObjectId(""5a38286490789136ad0753cc"")","-1","-1","ObjectId(""563abd7932804ebd6f70152e"")","casey"
"ObjectId(""5a3828b090789136ad0753cd"")","-1","eug6","ObjectId(""5a3828b090789136ad0753cd"")","-1","-1","ObjectId(""563abd7932804ebd6f70152e"")","casey"
"ObjectId(""5a38294390789136ad0753cf"")","-1","eug10","ObjectId(""5a38294390789136ad0753cf"")","21","-1",,"scripterPopulation"
"ObjectId(""5a38295790789136ad0753d0"")","-1","eug8","ObjectId(""5a38295790789136ad0753d0"")","-1","-1","ObjectId(""563abd7932804ebd6f70152e"")","casey"
"ObjectId(""5a382af490789136ad0753d4"")","-1","eug8","ObjectId(""5a382af490789136ad0753d4"")","-1",0,,"scripterResponse"
"ObjectId(""5a382b7890789136ad0753d6"")","-1","eug6","ObjectId(""5a382b7890789136ad0753d6"")","-1","-1","ObjectId(""563abd7932804ebd6f70152e"")","casey"
"ObjectId(""5a382be290789136ad0753d7"")","-1","eug8","ObjectId(""5a382be290789136ad0753d7"")","-1","-1","ObjectId(""563abd7932804ebd6f70152e"")","casey"
"ObjectId(""5a382c6b90789136ad0753d8"")","-1","eug6","ObjectId(""5a382c6b90789136ad0753d8"")","-1","-1","ObjectId(""57a7f8539f7dbe5942dc4931"")","shirishgoyal"
"ObjectId(""5a382cea90789136ad0753da"")","-1","eug8","ObjectId(""5a382cea90789136ad0753da"")","-1","-1","ObjectId(""57a7f8539f7dbe5942dc4931"")","shirishgoyal"
"ObjectId(""5a382cec90789136ad0753db"")","238.686784351","eug6","ObjectId(""5a382cec90789136ad0753db"")","-1","-1",,"scripterActivity"
"ObjectId(""5a382d7490789136ad0753dc"")","-1","eug10","ObjectId(""5a382d7490789136ad0753dc"")","-1","-1","ObjectId(""57a7f8539f7dbe5942dc4931"")","shirishgoyal"
"ObjectId(""5a382de190789136ad0753dd"")","-1","eug16","ObjectId(""5a382de190789136ad0753dd"")","-1","-1","ObjectId(""57a7f8539f7dbe5942dc4931"")","shirishgoyal"
"ObjectId(""5a382f6990789136ad0753e0"")","-1","eug16","ObjectId(""5a382f6990789136ad0753e0"")","-1","0.849672246545",,"scripterResponse"
"ObjectId(""5a382f7490789136ad0753e1"")","-1","eug6","ObjectId(""5a382f7490789136ad0753e1"")","-1","-1","ObjectId(""57a7f8539f7dbe5942dc4931"")","shirishgoyal"
"ObjectId(""5a38301190789136ad0753e2"")","-1","eug8","ObjectId(""5a38301190789136ad0753e2"")","-1","-1","ObjectId(""57a7f8539f7dbe5942dc4931"")","shirishgoyal"
"ObjectId(""5a38304c90789136ad0753e3"")","-1","eug10","ObjectId(""5a38304c90789136ad0753e3"")","-1","0.0808873199179",,"scripterResponse"
"ObjectId(""5a38307b90789136ad0753e4"")","-1","eug6","ObjectId(""5a38307b90789136ad0753e4"")","-1","-1","ObjectId(""563abd7932804ebd6f70152e"")","casey"
"ObjectId(""5a3830f290789136ad0753e6"")","-1","eug6","ObjectId(""5a3830f290789136ad0753e6"")","-1","-1","ObjectId(""563abd7932804ebd6f70152e"")","casey"
"ObjectId(""5a38317290789136ad0753e7"")","-1","eug8","ObjectId(""5a38317290789136ad0753e7"")","-1","-1","ObjectId(""563abd7932804ebd6f70152e"")","casey"
"ObjectId(""5a38318490789136ad0753e8"")","-1","eug10","ObjectId(""5a38318490789136ad0753e8"")","-1","-1","ObjectId(""57a7f8539f7dbe5942dc4931"")","shirishgoyal"
"ObjectId(""5a3831cc90789136ad0753e9"")","-1","eug8","ObjectId(""5a3831cc90789136ad0753e9"")","-1","-1","ObjectId(""563abd7932804ebd6f70152e"")","casey"
"ObjectId(""5a3831f790789136ad0753eb"")","-1","eug16","ObjectId(""5a3831f790789136ad0753eb"")","-1","-1","ObjectId(""57a7f8539f7dbe5942dc4931"")","shirishgoyal"
"ObjectId(""5a38333b90789136ad0753ee"")","-1","eug6","ObjectId(""5a38333b90789136ad0753ee"")","-1","-1","ObjectId(""57a7f8539f7dbe5942dc4931"")","shirishgoyal"
"ObjectId(""5a38333f90789136ad0753ef"")","-1","eug8","ObjectId(""5a38333f90789136ad0753ef"")","-1","-1","ObjectId(""57a7f8539f7dbe5942dc4931"")","shirishgoyal"
"ObjectId(""5a38334290789136ad0753f0"")","-1","eug10","ObjectId(""5a38334290789136ad0753f0"")","-1","-1","ObjectId(""57a7f8539f7dbe5942dc4931"")","shirishgoyal"
"ObjectId(""5a38334790789136ad0753f1"")","-1","eug16","ObjectId(""5a38334790789136ad0753f1"")","-1","-1","ObjectId(""57a7f8539f7dbe5942dc4931"")","shirishgoyal"
"ObjectId(""5a3833f590789136ad0753f3"")","-1","eug6","ObjectId(""5a3833f590789136ad0753f3"")","227","-1",,"scripterPopulation"
"ObjectId(""5a38343f90789136ad0753f4"")","-1","eug10","ObjectId(""5a38343f90789136ad0753f4"")","-1","-1","ObjectId(""563abd7932804ebd6f70152e"")","casey"
"ObjectId(""5a38348e90789136ad0753f5"")","-1","eug16","ObjectId(""5a38348e90789136ad0753f5"")","-1","-1","ObjectId(""563abd7932804ebd6f70152e"")","casey"
"ObjectId(""5a38367290789136ad0753f8"")","217.728365385","eug16","ObjectId(""5a38367290789136ad0753f8"")","-1","-1",,"scripterActivity"
"ObjectId(""5a38375490789136ad0753f9"")","158.080357143","eug10","ObjectId(""5a38375490789136ad0753f9"")","-1","-1",,"scripterActivity"
"ObjectId(""5a38390590789136ad0753fc"")","169.344190141","eug8","ObjectId(""5a38390590789136ad0753fc"")","-1","-1",,"scripterActivity"
"ObjectId(""5a383afd90789136ad0753ff"")","-1","eug6","ObjectId(""5a383afd90789136ad0753ff"")","-1",0,,"scripterResponse"
"ObjectId(""5a383d7a90789136ad075402"")","-1","eug16","ObjectId(""5a383d7a90789136ad075402"")","13","-1",,"scripterPopulation"
"ObjectId(""5a383e5c90789136ad075403"")","-1","eug10","ObjectId(""5a383e5c90789136ad075403"")","16","-1",,"scripterPopulation"
"ObjectId(""5a38400d90789136ad075406"")","-1","eug8","ObjectId(""5a38400d90789136ad075406"")","62","-1",,"scripterPopulation"
"ObjectId(""5a38420590789136ad075409"")","230.623807252","eug6","ObjectId(""5a38420590789136ad075409"")","-1","-1",,"scripterActivity"
"ObjectId(""5a38448390789136ad07540c"")","-1","eug16","ObjectId(""5a38448390789136ad07540c"")","-1","0.377779129989",,"scripterResponse"
"ObjectId(""5a38456590789136ad07540d"")","-1","eug10","ObjectId(""5a38456590789136ad07540d"")","-1",0,,"scripterResponse"
